Crash Date,Crash Time,X,Y,City/Town,Crash Severity,Maximum Injury Severity Reported,Crash Number,Most Harmful Events,Non Motorist Type
5/13/11,7:20 AM,175678.9849,891004.6875,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,2736207,V1:(Collision with pedestrian),P2:Pedestrian / P3:Pedestrian
5/31/11,12:00 PM,233183.9133,902605.355,CAMBRIDGE,Not Reported,Not reported,2736315,V1:(),P2:Pedestrian
5/27/11,5:11 PM,250873.2656,884032.2501,HINGHAM,Non-fatal injury,Non-fatal injury - Non-incapacitating,2736364,V1:(Collision with pedestrian),P2:Pedestrian
6/21/11,7:31 AM,244059.9843,913025.7498,LYNN,Non-fatal injury,Non-fatal injury - Possible,2736420,V1:(Collision with pedestrian),P2:Pedestrian
6/19/11,3:30 PM,244305.5467,916413.1249,LYNN,Property damage only (none injured),No injury,2736421,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",P2:Pedestrian
4/20/11,6:18 PM,131855.7861,880617.8024,PALMER,Non-fatal injury,Non-fatal injury - Non-incapacitating,2736491,V1:(Collision with pedestrian),P2:Pedestrian
6/11/11,8:55 PM,215253.2971,933941.1249,LOWELL,Non-fatal injury,Non-fatal injury - Non-incapacitating,2736523,V1:(Collision with motor vehicle in traffic),P5:Pedestrian
6/2/11,6:00 PM,233907.9531,904425.7497,SOMERVILLE,Non-fatal injury,Non-fatal injury - Non-incapacitating,2736647,V1:(Collision with pedestrian),P2:Pedestrian
5/28/11,2:40 AM,,,PALMER,Non-fatal injury,Non-fatal injury - Non-incapacitating,2736700,V1:(Collision with pedestrian),P1:Pedestrian
1/13/11,8:36 AM,176180.0329,891542.831,WORCESTER,Property damage only (none injured),No injury,2736711,V1:(Collision with motor vehicle in traffic),P2:Pedestrian
5/4/11,3:33 PM,232654.594,904287.7499,SOMERVILLE,Non-fatal injury,Non-fatal injury - Possible,2736751,V1:(Collision with pedestrian),P2:Pedestrian
6/23/11,10:46 AM,241517.5403,889562.8618,QUINCY,Non-fatal injury,Non-fatal injury - Non-incapacitating,2736862,V1:(),P2:Pedestrian
6/11/11,10:08 AM,236535.6564,896787.6252,BOSTON,Non-fatal injury,Non-fatal injury - Possible,2736938,V1:(Collision with pedestrian),P3:Pedestrian
6/28/11,3:47 PM,199874.1406,863214.8748,BLACKSTONE,Non-fatal injury,Non-fatal injury - Possible,2736963,V1:(Collision with other movable object),P2:Pedestrian
5/29/11,3:35 PM,245907.1093,886749.8688,WEYMOUTH,Non-fatal injury,Non-fatal injury - Possible,2737019,V1:(Overturn/rollover),P2:Pedestrian
4/25/11,7:00 PM,173166.8798,888173.2965,WORCESTER,Not Reported,Not reported,2737032,V1:(),P2:Pedestrian
6/17/11,7:53 PM,236020.5968,900677.9282,BOSTON,Not Reported,Not reported,2737045,V1:(),P2:Pedestrian
6/6/11,9:19 AM,249656.2032,919163.1875,SALEM,Non-fatal injury,Non-fatal injury - Non-incapacitating,2737107,V1:(Collision with pedestrian),P2:Pedestrian
5/4/11,12:05 PM,245044.8579,877523.564,WEYMOUTH,Non-fatal injury,Non-fatal injury - Possible,2737498,V1:(Collision with pedestrian),P1:Pedestrian / P2:Pedestrian
6/14/11,7:30 PM,222510.0026,910752.4026,LEXINGTON,Non-fatal injury,Non-fatal injury - Incapacitating,2737522,V1:(Collision with pedestrian),P2:Pedestrian
6/22/11,8:02 AM,238613.7185,892127.7417,QUINCY,Non-fatal injury,Non-fatal injury - Possible,2737638,V1:(Collision with pedestrian),P2:Pedestrian
6/3/11,6:53 AM,232362.6685,946370.1154,HAVERHILL,Not Reported,Not reported,2737880,V1:(Collision with pedestrian),P1:Pedestrian
6/29/11,4:35 PM,228167.5699,907486.4796,ARLINGTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2737930,V1:(Collision with pedestrian),P2:Pedestrian
7/3/11,10:53 PM,225225.66,897791.9781,NEWTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2737958,V1:(Collision with pedestrian),P2:Pedestrian
6/17/11,10:52 AM,241604.294,888159.2514,QUINCY,Property damage only (none injured),No injury,2737968,V1:(Collision with pedestrian),P2:Pedestrian
6/27/11,2:30 PM,141216.9532,926747.7502,ATHOL,Non-fatal injury,Non-fatal injury - Non-incapacitating,2738029,,P1:Pedestrian
6/20/11,3:58 PM,105295.6486,897781.8749,NORTHAMPTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2738084,V1:(Collision with pedestrian),P2:Pedestrian
4/5/11,8:37 AM,170239.4906,892892.28,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,2738094,V1:(Collision with pedestrian),P2:Pedestrian
4/26/11,2:00 PM,177543.6025,895346.0298,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,2738099,V1:(),P2:Pedestrian
6/22/11,2:30 PM,225281.1913,901351.2155,WATERTOWN,Non-fatal injury,Non-fatal injury - Possible,2738120,V1:(Collision with pedestrian),P2:Pedestrian
5/23/11,1:43 PM,185167.6342,873555.8836,NORTHBRIDGE,Non-fatal injury,Non-fatal injury - Possible,2738313,V1:(Collision with pedestrian),P2:Pedestrian
6/16/11,9:39 PM,248943.9575,849204.4996,MIDDLEBOROUGH,Property damage only (none injured),No injury,2738332,V1:(Collision with pedestrian),P3:Pedestrian
6/20/11,3:20 PM,229871.875,901442.9376,BOSTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2738343,V1:(Collision with pedestrian),P2:Pedestrian
5/14/11,6:36 PM,139125.7228,927012.5599,ATHOL,Non-fatal injury,Non-fatal injury - Incapacitating,2738354,V1:(Collision with pedestrian),P1:Pedestrian
6/19/11,3:30 PM,232399.1562,901636.5002,CAMBRIDGE,Not Reported,Not reported,2738469,V1:(),P2:Pedestrian
6/24/11,10:50 PM,233028.4846,901427.6252,CAMBRIDGE,Non-fatal injury,Non-fatal injury - Possible,2738473,V1:(Collision with pedestrian),P2:Pedestrian
6/1/11,12:50 PM,230242.7574,943781.832,METHUEN,Property damage only (none injured),No injury,2738515,V1:(Collision with motor vehicle in traffic),P2:Pedestrian
6/25/11,10:40 AM,224253.0936,908630.7582,LEXINGTON,Non-fatal injury,Non-fatal injury - Possible,2738743,V1:(Collision with pedestrian),P2:Pedestrian
3/15/11,6:15 PM,235461.8097,900747.2625,BOSTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2738751,V1:(),P2:Pedestrian
7/4/11,4:24 PM,207533.5649,894193.8511,FRAMINGHAM,Non-fatal injury,Non-fatal injury - Non-incapacitating,2738754,V1:(Collision with pedestrian),P2:Pedestrian
4/24/11,8:46 PM,172950.3748,888954.6253,WORCESTER,Not Reported,Not reported,2738788,V1:(),P2:Pedestrian
4/24/11,12:00 AM,175398.5939,888495.6249,WORCESTER,Property damage only (none injured),No injury,2738797,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",P2:Pedestrian
6/2/11,12:30 PM,244922.4016,883846.2718,WEYMOUTH,Property damage only (none injured),No injury,2739042,V1:(Collision with pedestrian),P2:Pedestrian
6/22/11,1:36 AM,246706.9786,885363.4977,WEYMOUTH,Non-fatal injury,Non-fatal injury - Possible,2739081,V1:(Collision with pedestrian),P2:Pedestrian
5/26/11,7:33 PM,247407.0625,870322.9376,WHITMAN,Non-fatal injury,Non-fatal injury - Possible,2739124,,P1:Pedestrian
6/20/11,8:22 AM,238965.6781,870104.5363,BROCKTON,Property damage only (none injured),No injury,2739138,V1:(Collision with pedestrian),P2:Pedestrian
6/3/11,9:36 AM,244971.5558,882090.7,WEYMOUTH,Non-fatal injury,Non-fatal injury - Possible,2739161,V1:(Collision with pedestrian),P1:Pedestrian
4/20/11,4:05 PM,171925.9529,891930.8751,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,2739263,V1:(Collision with pedestrian),P2:Pedestrian
7/5/11,5:03 PM,232664.3686,899356.8192,BOSTON,Non-fatal injury,Non-fatal injury - Possible,2739279,V1:(Collision with pedestrian),P2:Pedestrian
5/20/11,1:57 PM,244654.6948,870492.6826,WHITMAN,Non-fatal injury,Non-fatal injury - Non-incapacitating,2739444,V1:(Collision with pedestrian),P1:Pedestrian
5/30/11,5:15 PM,246566.4532,870155.0625,WHITMAN,Non-fatal injury,Non-fatal injury - Non-incapacitating,2739450,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",P1:Pedestrian
6/17/11,9:22 PM,273809.1873,832091.5002,BOURNE,Property damage only (none injured),No injury,2739527,V1:(),P2:Pedestrian
7/4/11,5:04 PM,206658.0157,891090.125,FRAMINGHAM,Non-fatal injury,Non-fatal injury - Non-incapacitating,2739586,V1:(Collision with pedestrian),P2:Pedestrian
4/12/11,8:55 PM,175755.4558,889856.46,WORCESTER,Property damage only (none injured),No injury,2739674,V1:(Collision with pedestrian),P2:Pedestrian
7/6/11,3:19 PM,227020.844,898576.1876,NEWTON,Non-fatal injury,Non-fatal injury - Possible,2739737,V1:(Collision with pedestrian),P2:Pedestrian / P3:Pedestrian / P4:Pedestrian
7/7/11,1:15 AM,225362.4381,897817.7799,NEWTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2739738,V1:(Collision with pedestrian),P3:Pedestrian
4/1/11,4:17 PM,173029.7502,888639.1252,WORCESTER,Non-fatal injury,Non-fatal injury - Incapacitating,2739983,V1:(Collision with pedestrian),P2:Pedestrian
6/5/11,7:48 PM,238019.0469,904539.3124,CHELSEA,Property damage only (none injured),No injury,2739994,V1:(Collision with pedestrian),P2:Pedestrian
6/4/11,8:54 AM,238473.4842,904887.2502,CHELSEA,Non-fatal injury,Non-fatal injury - Possible,2740199,V1:(),P2:Pedestrian
4/14/11,4:00 PM,175656.1873,888939.6252,WORCESTER,Property damage only (none injured),No injury,2740363,V1:(Collision with pedestrian),P3:Pedestrian
5/11/11,5:11 PM,231133.2341,905049.25,SOMERVILLE,Non-fatal injury,Non-fatal injury - Possible,2740374,V1:(Collision with pedestrian),P3:Pedestrian
6/5/11,6:05 PM,251694.1158,820829.7771,FAIRHAVEN,Non-fatal injury,Non-fatal injury - Possible,2740485,V1:(Collision with pedestrian),P5:Pedestrian
6/18/11,3:49 PM,238449.3005,905382.7289,CHELSEA,Property damage only (none injured),No injury,2740524,V1:(Collision with pedestrian),P2:Pedestrian
5/6/11,12:49 PM,233402.2241,903205.8217,SOMERVILLE,Non-fatal injury,Non-fatal injury - Possible,2740568,V1:(Collision with pedestrian),P2:Pedestrian
5/2/11,7:37 AM,178909.4844,884991.1713,MILLBURY,Non-fatal injury,Non-fatal injury - Non-incapacitating,2740614,V1:(Collision with pedestrian),P2:Pedestrian
7/7/11,6:11 PM,239017.1387,891567.8103,QUINCY,Non-fatal injury,Non-fatal injury - Incapacitating,2740770,V1:(Collision with pedestrian),P2:Pedestrian
7/5/11,3:00 AM,241261.2567,888659.4148,QUINCY,Non-fatal injury,Non-fatal injury - Non-incapacitating,2740775,V1:(Collision with pedestrian),P2:Pedestrian
6/25/11,10:05 PM,234066.8436,892435.125,BOSTON,Non-fatal injury,Non-fatal injury - Incapacitating,2740830,V1:(Collision with pedestrian),P4:Pedestrian
6/29/11,9:30 AM,175504.2018,895977.9144,WORCESTER,Non-fatal injury,Non-fatal injury - Non-incapacitating,2741030,V1:(Collision with pedestrian),P2:Pedestrian
6/28/11,2:20 PM,176448.8858,889508.392,WORCESTER,Non-fatal injury,Non-fatal injury - Non-incapacitating,2741035,V1:(Collision with pedestrian),P3:Pedestrian
6/30/11,9:48 PM,177901.0326,922945.8907,LEOMINSTER,Non-fatal injury,Non-fatal injury - Non-incapacitating,2741073,V1:(Collision with pedestrian),P2:Pedestrian
6/16/11,10:25 PM,236427.3556,901019.4767,BOSTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2741360,V1:(Collision with pedestrian),P2:Pedestrian
7/7/11,7:15 PM,215236.406,858072.337,NORTH ATTLEBOROUGH,Non-fatal injury,Non-fatal injury - Non-incapacitating,2741375,V1:(Collision with pedestrian),P2:Pedestrian
6/7/11,2:52 PM,223971.1526,860613.8809,MANSFIELD,Non-fatal injury,Non-fatal injury - Possible,2741406,V1:(Collision with pedestrian),P2:Pedestrian
7/4/11,12:19 PM,236046.7968,899836.3748,BOSTON,Non-fatal injury,Non-fatal injury - Possible,2741591,V1:(Collision with pedestrian),P2:Pedestrian
4/17/11,1:45 AM,236178.478,900089.5178,BOSTON,Not Reported,Not reported,2741594,V1:(),P2:Pedestrian
7/11/11,7:48 AM,236560.2012,900362.3713,BOSTON,Non-fatal injury,Non-fatal injury - Possible,2741628,V1:(Collision with pedestrian),P2:Pedestrian
7/3/11,1:11 AM,221653.7666,902219.0975,WALTHAM,Non-fatal injury,Non-fatal injury - Possible,2741657,V1:(Collision with pedestrian),P3:Pedestrian
7/12/11,1:35 PM,220733.5908,902895.8426,WALTHAM,Non-fatal injury,Non-fatal injury - Non-incapacitating,2741685,V1:(Collision with pedestrian),P2:Pedestrian
6/17/11,5:11 PM,206793.453,891203.8126,FRAMINGHAM,Property damage only (none injured),No injury,2741699,,P1:Pedestrian
7/9/11,11:25 AM,224141.9376,900053.1248,NEWTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2741825,V1:(Collision with pedestrian),P2:Pedestrian
6/11/11,3:54 PM,233358.8088,903288.4795,SOMERVILLE,Non-fatal injury,Non-fatal injury - Incapacitating,2741876,V1:(Collision with pedestrian),P2:Pedestrian
6/26/11,9:00 AM,236590.3646,901433.2034,BOSTON,Not Reported,Not Applicable,2741935,V1:(),P2:Pedestrian
7/7/11,1:40 PM,215027.7411,932311.4204,LOWELL,Property damage only (none injured),No injury,2741995,V1:(Collision with pedestrian),P2:Pedestrian
7/4/11,11:30 PM,236364.2014,901913.9699,BOSTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2742017,V1:(Collision with pedestrian),P3:Pedestrian
7/9/11,6:25 PM,228727.8126,898939.7501,BOSTON,Non-fatal injury,Non-fatal injury - Possible,2742046,V1:(Collision with pedestrian),P4:Pedestrian
7/10/11,3:45 PM,229181.3882,899091.6206,BOSTON,Non-fatal injury,Non-fatal injury - Incapacitating,2742048,V1:(),P2:Pedestrian
5/26/11,7:45 AM,224507.9843,855122.8126,NORTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2742094,V1:(Collision with pedestrian),P2:Pedestrian
5/2/11,8:55 AM,234565.1875,946334.0624,HAVERHILL,Property damage only (none injured),No injury,2742132,,P1:Pedestrian
5/24/11,3:33 PM,234362.5154,947607.4376,HAVERHILL,Property damage only (none injured),No injury,2742223,V1:(Collision with pedestrian),P2:Pedestrian
5/30/11,3:09 AM,235530.0935,947636.1874,HAVERHILL,Non-fatal injury,Non-fatal injury - Incapacitating,2742246,V1:(Collision with pedestrian),P5:Pedestrian
6/16/11,6:56 PM,234400.7654,947930.8482,HAVERHILL,Property damage only (none injured),No injury,2742268,V1:(Collision with pedestrian),P2:Pedestrian
6/16/11,7:40 AM,232822.4532,948895.3127,HAVERHILL,Non-fatal injury,Non-fatal injury - Non-incapacitating,2742269,V1:(Collision with pedestrian),P2:Pedestrian
7/5/11,2:44 PM,218339.5621,848727.8125,REHOBOTH,Non-fatal injury,Non-fatal injury - Non-incapacitating,2742389,,P1:Pedestrian
6/18/11,11:08 AM,178130.1472,888935.1625,WORCESTER,Property damage only (none injured),No injury,2742452,V1:(Collision with pedestrian) V2:(Collision with motor vehicle in traffic),P3:Pedestrian
6/15/11,3:40 PM,174636.1558,890422.4397,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,2742485,V1:(Collision with pedestrian),P2:Pedestrian
6/8/11,4:20 PM,231638.7502,905090.3749,SOMERVILLE,Non-fatal injury,Non-fatal injury - Possible,2742486,V1:(Collision with pedestrian),P2:Pedestrian
7/7/11,1:14 PM,274261.3977,823857.3167,BOURNE,Non-fatal injury,Non-fatal injury - Possible,2742557,V1:(Collision with pedestrian),P2:Pedestrian
7/8/11,5:00 PM,227066.0157,939613.3123,LAWRENCE,Non-fatal injury,Non-fatal injury - Non-incapacitating,2742635,V1:(Collision with pedestrian),P2:Pedestrian
7/4/11,7:03 PM,228811.8646,940131.6331,LAWRENCE,Non-fatal injury,Non-fatal injury - Non-incapacitating,2742655,V1:(Collision with pedestrian),P5:Pedestrian
6/25/11,8:51 PM,231957.6178,894624.1941,BOSTON,Non-fatal injury,Non-fatal injury - Possible,2742726,V1:(),P2:Pedestrian
6/29/11,12:00 PM,212722.2725,932370.857,LOWELL,Non-fatal injury,Non-fatal injury - Non-incapacitating,2742728,V1:(Collision with pedestrian),P2:Pedestrian
7/1/11,8:27 PM,234439.1091,906105.0237,MEDFORD,Non-fatal injury,Non-fatal injury - Possible,2742767,V1:(Collision with pedestrian),P2:Pedestrian / P3:Pedestrian
7/19/11,4:48 PM,233882.0623,892652,BOSTON,Non-fatal injury,Non-fatal injury - Possible,2742789,V1:(Collision with pedestrian),P2:Pedestrian
5/3/11,3:30 PM,232868.3794,876537.827,STOUGHTON,Property damage only (none injured),No injury,2742812,V1:(Collision with pedestrian),P2:Pedestrian
5/31/11,1:14 PM,232928.1169,876012.4283,STOUGHTON,Non-fatal injury,Non-fatal injury - Incapacitating,2742845,V1:(Collision with pedestrian),P2:Pedestrian
6/30/11,7:54 PM,235708.2403,872664.1574,STOUGHTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2742856,V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),P4:Pedestrian
6/8/11,2:05 PM,208800.8694,911780.9412,CONCORD,Non-fatal injury,Non-fatal injury - Non-incapacitating,2742943,V1:(Collision with pedestrian),P2:Pedestrian
7/13/11,4:20 PM,215477.8751,932202.3125,LOWELL,Property damage only (none injured),No injury,2743003,V1:(Collision with pedestrian),P2:Pedestrian
5/26/11,2:57 PM,241974.7814,870746.9376,BROCKTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2743055,V1:(Collision with pedestrian),P2:Pedestrian
6/23/11,10:24 AM,242382.2034,870821.3752,BROCKTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2743057,V1:(Collision with motor vehicle in traffic),P2:Pedestrian
6/7/11,11:09 PM,208904.0004,911777.4249,CONCORD,Non-fatal injury,Non-fatal injury - Non-incapacitating,2743154,V1:(Collision with pedestrian),P1:Pedestrian
7/11/11,2:36 PM,231891.1435,892624.1894,BOSTON,Non-fatal injury,Non-fatal injury - Incapacitating,2743180,V1:(Collision with pedestrian) V2:(Collision with motor vehicle in traffic),P4:Pedestrian
7/8/11,7:22 PM,236694.9507,894076.6832,BOSTON,Non-fatal injury,Non-fatal injury - Possible,2743194,V1:(Collision with pedestrian),P2:Pedestrian
7/13/11,2:40 PM,215000.4865,930457.4779,LOWELL,Property damage only (none injured),No injury,2743232,V1:(Collision with pedestrian),P2:Pedestrian
7/17/11,8:20 PM,247594.8844,822809.6605,NEW BEDFORD,Non-fatal injury,Non-fatal injury - Non-incapacitating,2743305,V1:(Collision with pedestrian),P2:Pedestrian
6/25/11,1:05 AM,249858.893,916136.7726,SALEM,Property damage only (none injured),No injury,2743363,V1:(Collision with pedestrian),P5:Pedestrian
6/17/11,8:21 AM,249656.4857,919162.4562,SALEM,Non-fatal injury,Non-fatal injury - Non-incapacitating,2743412,V1:(Collision with pedestrian),P2:Pedestrian
7/2/11,12:22 PM,239625.5716,869176.3951,BROCKTON,Non-fatal injury,Non-fatal injury - Incapacitating,2743596,V1:(Collision with pedestrian),P2:Pedestrian
7/2/11,7:16 PM,239106.7025,869814.6571,BROCKTON,Non-fatal injury,Non-fatal injury - Possible,2743599,V1:(Collision with pedestrian),P2:Pedestrian
7/6/11,11:36 AM,239425.3976,872662.0223,BROCKTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2743601,V1:(Collision with pedestrian),P2:Pedestrian
7/8/11,1:02 PM,239621.0924,872732.3991,BROCKTON,Non-fatal injury,Non-fatal injury - Incapacitating,2743605,V1:(Collision with pedestrian),P2:Pedestrian
6/29/11,1:26 PM,249194.8436,917474.7502,SALEM,Property damage only (none injured),No injury,2743878,V1:(Collision with pedestrian),P2:Pedestrian
9/8/10,7:30 AM,231247.4531,905089.9377,SOMERVILLE,Property damage only (none injured),No injury,2743999,V1:() V2:() V3:(),P3:Pedestrian
7/4/11,9:00 PM,231226.2746,904462.0989,CAMBRIDGE,Non-fatal injury,Non-fatal injury - Possible,2744037,V1:(Collision with pedestrian),P2:Pedestrian
7/20/11,8:08 PM,103421.6794,869365.1873,AGAWAM,Non-fatal injury,Non-fatal injury - Possible,2744041,V1:(Collision with pedestrian),P3:Pedestrian
7/14/11,8:49 AM,233261.9276,901075.9619,CAMBRIDGE,Non-fatal injury,Non-fatal injury - Possible,2744126,V1:(Collision with pedestrian),P2:Pedestrian
6/26/11,11:30 PM,175607.8371,891952.5307,WORCESTER,Not Reported,Not reported,2744273,V1:(),P2:Pedestrian
6/10/11,4:09 PM,174241.8124,890443.6877,WORCESTER,Not Reported,Not reported,2744283,V1:(Collision with pedestrian),P2:Pedestrian
7/14/11,10:36 AM,159573.7104,877322.1293,CHARLTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2744303,V1:(Collision with pedestrian),P2:Pedestrian
5/29/11,9:01 AM,194780.6248,899282.7502,MARLBOROUGH,Non-fatal injury,Non-fatal injury - Possible,2744378,V1:(Collision with pedestrian),P2:Pedestrian
6/18/11,5:36 PM,235779.1464,895948.3898,BOSTON,Not Reported,Not Applicable,2744638,V1:(),P2:Pedestrian
6/6/11,6:10 PM,232079.4922,892813.4284,BOSTON,Property damage only (none injured),No injury,2744717,V1:(),P2:Pedestrian
7/16/11,10:30 PM,240053.7101,868420.9811,BROCKTON,Non-fatal injury,Non-fatal injury - Possible,2744747,V1:(Collision with pedestrian),P2:Pedestrian
7/14/11,8:45 AM,242119.164,867992.2599,BROCKTON,Non-fatal injury,Non-fatal injury - Possible,2744757,V1:(Collision with pedestrian),P2:Pedestrian
